unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid
BL-70,BL-70,BL-70,NA,NA,NA,BL70,NA,BL-70,NA,NA,BL70,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
BOKU,BOKU,NA,NA,NA,NA,NA,BOKU,NA,NA,NA,NA,BOKU,NA,cervix,NA,NA,NA,NA,NA,Cervix,NA,NA,NA,cervix,cervix,NA,Cervix,cervix
BONNA-12,BONNA-12,NA,NA,NA,NA,NA,BONNA-12,NA,BONNA-12,NA,NA,NA,BONNA-12,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
BPH-1,BPH-1,NA,BPH1,NA,NA,NA,BPH-1,NA,BPH-1,NA,NA,NA,BPH-1,prostate,NA,prostate,NA,NA,NA,Prostate,NA,urogenital_system ,NA,prostate,prostate,NA,NA,prostate
BT-20,BT-20,BT-20,BT20,BT20,BT-20,NA,BT-20,BT-20,BT-20,bt20,BT20,BT-20,BT-20,breast,breast,breast,breast,Breast,NA,Breast,breast,breast ,breast,breast,breast,breast,Breast,breast
BT-474,BT-474,BT-474,BT474,BT474,BT-474,NA,BT-474,BT-474,BT-474,bt474,BT474,BT-474,BT-474,breast,breast,breast,breast,Breast,NA,Breast,breast,breast ,breast,breast,breast,breast,Breast,breast
BT-483,NA,BT-483,NA,BT483,BT-483,NA,BT-483,BT-483,BT-483,bt483,NA,NA,BT-483,NA,breast,NA,breast,Breast,NA,Breast,breast,NA,breast,breast,breast,NA,NA,breast
BT-549,BT-549,BT-549,NA,BT549,BT-549,NA,BT-549,BT-549,BT-549,bt549,BT549,BT-549,BT-549,breast,breast,NA,breast,Breast,NA,Breast,breast,breast ,breast,breast,breast,breast,Breast,breast
BT112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BT504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BV-173,BV-173,BV-173,BV173,NA,NA,NA,BV-173,BV-173,BV-173,NA,BV173,NA,BV-173,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
BxPC-3,BxPC-3,BxPC-3,BXPC3,NA,BxPC-3,NA,BxPC-3,BxPC-3,BxPC-3,NA,BXPC3,BxPC-3,BxPC-3,pancreas,pancreas,pancreas,NA,Pancreas,NA,Pancreas,pancreas,pancreas ,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
C-33-A,C-33-A,NA,C33A,NA,C-33 A,NA,C-33-A,NA,C-33-A,NA,NA,C-33 A,C-33-A,cervix,NA,cervix_uteri,NA,Cervix,NA,Cervix,NA,urogenital_system ,NA,cervix,cervix,NA,Cervix,cervix
C-4 I,NA,NA,C4I,NA,NA,NA,C-4-I,NA,C-4-I,NA,NA,NA,C-4-I,NA,NA,cervix_uteri,NA,NA,NA,cervix,NA,NA,NA,NA,cervix,NA,NA,cervix
C170,NA,NA,NA,NA,C170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colon,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA
C2BBe1,C2BBe1,C2BBe1,NA,NA,C2BBe1,C2BBE1,C2BBe1,C2BBe1,C2BBe1,NA,C2BBE1,C2BBe1,C2BBe1,large_intestine,large_intestine,NA,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,digestive_system ,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine
C32,C32,C32,C32TG,NA,C32,NA,C32,C32,C32,NA,C32,C32,C32,skin,skin,skin,NA,Skin,NA,Skin,skin,skin ,NA,skin,skin,skin,Skin,skin
C32TG,NA,NA,NA,NA,C32TG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA
C3A,C3A,C3A,C3A,NA,C3A,NA,C3A,NA,C3A,NA,NA,C3A,C3A,liver,liver,liver,NA,Liver,NA,Liver,NA,digestive_system ,NA,liver,liver,NA,Liver,liver
C8166,C8166,NA,NA,NA,NA,NA,C8166,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
Ca-Ski,Ca-Ski,NA,NA,NA,Ca Ski,NA,Ca-Ski,NA,Ca-Ski,NA,NA,Ca Ski,Ca-Ski,cervix,NA,NA,NA,Cervix,NA,Cervix,NA,urogenital_system ,NA,cervix,cervix,NA,Cervix,cervix
CA46,CA46,CA46,CA46,NA,CA46,NA,CA46,CA46,CA46,NA,CA46,CA46,CA46,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue
Ca9-22,Ca9-22,NA,NA,NA,NA,NA,Ca9-22,NA,Ca9-22,NA,NA,NA,Ca9-22,upper_aerodigestive_tract,NA,NA,NA,NA,NA,Head & Neck,NA,aero_digestive_tract ,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,upper_aerodigestive_tract
Caco-2,NA,NA,NA,NA,Caco-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colon,NA,NA,NA,NA,NA,large_intestine,large_intestine,NA,NA,NA
CADO-ES1,NA,CADO-ES1,NA,NA,NA,NA,CADO-ES1,CADO-ES1,CADO-ES1,NA,CADOES1,NA,CADO-ES1,NA,bone,NA,NA,NA,NA,bone,bone,NA,NA,bone,bone,bone,NA,bone
CAKI-1,CAKI-1,Caki-1,CAKI1,NA,Caki-1,NA,CAKI-1,Caki-1,CAKI-1,NA,CAKI1,Caki-1,CAKI-1,kidney,kidney,kidney,NA,Kidney,NA,Kidney,kidney,kidney ,NA,kidney,kidney,kidney,Kidney,kidney
Caki-2,NA,Caki-2,CAKI2,NA,Caki-2,NA,NA,Caki-2,NA,NA,CAKI2,Caki-2,NA,NA,kidney,kidney,NA,Kidney,NA,NA,kidney,NA,NA,kidney,kidney,kidney,Kidney,NA
CAL-120,CAL-120,CAL-120,NA,CAL120,CAL-120,NA,CAL-120,CAL-120,CAL-120,cal120,CAL120,CAL-120,CAL-120,breast,breast,NA,breast,Breast,NA,Breast,breast,breast ,breast,breast,breast,breast,Breast,breast
CAL-12T,CAL-12T,CAL-12T,NA,NA,CAL-12T,CAL12T,CAL-12T,CAL-12T,CAL-12T,NA,CAL12T,CAL-12T,CAL-12T,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,Lung,lung
CAL-148,CAL-148,CAL-148,NA,CAL148,CAL-148,NA,CAL-148,CAL-148,CAL-148,cal148,CAL148,CAL-148,CAL-148,breast,breast,NA,breast,Breast,NA,breast,breast,breast ,breast,breast,breast,breast,Breast,breast
CAL-27,CAL-27,CAL 27,CAL27,NA,CAL 27,NA,CAL-27,CAL_27,CAL-27,NA,CAL27,CAL 27,CAL-27,upper_aerodigestive_tract,upper_aerodigestive_tract,head_and_neck,NA,Tongue,NA,Mouth,upper_aerodigestive_tract,aero_digestive_tract ,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,Head and Neck,upper_aerodigestive_tract
CAL-29,NA,CAL-29,NA,NA,NA,NA,CAL-29,CAL-29,CAL-29,NA,CAL29,NA,CAL-29,NA,urinary_tract,NA,NA,NA,NA,Bladder,urinary_tract,NA,NA,urinary_tract,urinary_tract,urinary_tract,NA,urinary_tract
CAL-33,CAL-33,CAL-33,NA,NA,NA,NA,CAL-33,CAL-33,CAL-33,NA,CAL33,NA,CAL-33,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,NA,NA,H&N,upper_aerodigestive_tract,aero_digestive_tract ,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,upper_aerodigestive_tract
CAL-39,CAL-39,NA,NA,NA,NA,NA,CAL-39,NA,CAL-39,NA,NA,NA,CAL-39,vulva,NA,NA,NA,NA,NA,Cervix,NA,urogenital_system ,NA,vulva,vulva,NA,NA,vulva
CAL-51,CAL-51,CAL-51,NA,CAL51,CAL51,NA,CAL-51,CAL-51,NA,cal51,CAL51,CAL51,CAL-51,breast,breast,NA,breast,Breast,NA,Breast,breast,NA,breast,breast,breast,breast,Breast,breast
CAL-54,CAL-54,CAL-54,CAL54,NA,CAL 54,NA,CAL-54,CAL-54,CAL-54,NA,CAL54,CAL 54,CAL-54,kidney,kidney,kidney,NA,Kidney,NA,Kidney,kidney,kidney ,NA,kidney,kidney,kidney,Kidney,kidney
CAL-62,CAL-62,CAL-62,CAL62,NA,NA,NA,CAL-62,CAL-62,CAL-62,NA,CAL62,NA,CAL-62,thyroid,thyroid,thyroid_gland,NA,NA,NA,thyroid,thyroid,thyroid ,NA,thyroid,thyroid,thyroid,NA,thyroid
CAL-72,CAL-72,NA,NA,NA,NA,NA,CAL-72,NA,CAL-72,NA,NA,NA,CAL-72,bone,NA,NA,NA,NA,NA,Bone,NA,bone ,NA,bone,bone,NA,NA,bone
CAL-78,NA,CAL-78,NA,NA,NA,NA,CAL-78,CAL-78,CAL-78,NA,CAL78,NA,CAL-78,NA,bone,NA,NA,NA,NA,Bone,soft_tissue,NA,NA,soft_tissue,soft_tissue,bone,NA,soft_tissue
CAL-85-1,CAL-85-1,CAL-85-1,NA,CAL851,CAL-85-1,NA,CAL-85-1,CAL-85-1,CAL-85-1,cal851,CAL851,NA,CAL-85-1,breast,breast,NA,breast,Breast,NA,Breast,breast,breast ,breast,breast,breast,breast,NA,breast
Calu-1,Calu-1,Calu-1,CALU1,NA,Calu-1,NA,NA,Calu-1,NA,NA,CALU1,NA,NA,lung,lung,lung,NA,Lung,NA,NA,lung,NA,NA,lung,lung,lung,NA,lung
Calu-3,Calu-3,Calu-3,CALU3,NA,Calu-3,CALU3,Calu-3,Calu-3,Calu-3,NA,CALU3,Calu-3,Calu-3,lung,lung,lung,NA,Lung,LUNG,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,Lung,lung
Calu-6,Calu-6,Calu-6,CALU6,NA,Calu-6,CALU6,Calu-6,Calu-6,Calu-6,NA,CALU6,NA,Calu-6,lung,lung,lung,NA,Lung,LUNG,Lung,lung,lung ,NA,lung,lung,lung,NA,lung
CAMA-1,CAMA-1,CAMA-1,NA,CAMA1,CAMA-1,NA,CAMA-1,CAMA-1,CAMA-1,cama1,CAMA1,CAMA-1,CAMA-1,breast,breast,NA,breast,Breast,NA,Breast,breast,breast ,breast,breast,breast,breast,Breast,breast
Caov-3,Caov-3,Caov-3,CAOV3,NA,Caov-3,CAOV3,NA,Caov-3,Caov-3,NA,CAOV3,NA,Caov-3,ovary,ovary,ovary,NA,Ovary,OVARY,NA,ovary,urogenital_system ,NA,ovary,ovary,ovary,NA,ovary
Caov-4,Caov-4,Caov-4,NA,NA,NA,NA,Caov-4,Caov-4,Caov-4,NA,NA,NA,Caov-4,ovary,ovary,NA,NA,NA,NA,ovary,ovary,urogenital_system ,NA,ovary,ovary,NA,NA,ovary
CAPAN-1,CAPAN-1,Capan-1,CAPAN1,NA,Capan-1,NA,CAPAN-1,Capan-1,CAPAN-1,NA,CAPAN1,Capan-1,CAPAN-1,pancreas,pancreas,pancreas,NA,Pancreas,NA,Pancreas,pancreas,pancreas ,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
Capan-2,Capan-2,Capan-2,CAPAN2,NA,Capan-2,CAPAN2,Capan-2,Capan-2,Capan-2,NA,CAPAN2,Capan-2,Capan-2,pancreas,pancreas,pancreas,NA,Pancreas,PANCREAS,Pancreas,pancreas,pancreas ,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
CaR-1,CaR-1,NA,NA,NA,CaR-1,NA,CaR-1,NA,CaR-1,NA,NA,CaR-1,CaR-1,large_intestine,NA,NA,NA,Colon,NA,Intestine,NA,digestive_system ,NA,large_intestine,large_intestine,NA,Colon,large_intestine
CAS-1,CAS-1,CAS-1,NA,NA,NA,NA,CAS-1,CAS-1,CAS-1,NA,CAS1,NA,CAS-1,central_nervous_system,central_nervous_system,NA,NA,NA,NA,CNS,central_nervous_system,nervous_system ,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system
CCF-STTG1,CCF-STTG1,CCF-STTG1,CCFSTTG1,NA,NA,NA,CCF-STTG1,CCF-STTG1,NA,NA,CCFSTTG1,CCF-STTG1,CCF-STTG1,central_nervous_system,central_nervous_system,central_nervous_system,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,central_nervous_system,central_nervous_system,Brain,central_nervous_system
CCK-81,NA,CCK-81,NA,NA,NA,NA,CCK-81,CCK-81,CCK-81,NA,CCK81,NA,CCK-81,NA,large_intestine,NA,NA,NA,NA,Intestine,large_intestine,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine
CCRF-CEM,CCRF-CEM,NA,CCRFCEM,NA,NA,NA,CCRF-CEM,NA,NA,NA,NA,NA,CCRF-CEM,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,Blood,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
CCRF-SB,NA,NA,NA,NA,CCRF-SB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
CESS,CESS,NA,CESS,NA,NA,NA,CESS,NA,NA,NA,NA,NA,CESS,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,Blood,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
CFPAC-1,CFPAC-1,CFPAC-1,NA,NA,CFPAC-1,CFPAC1,CFPAC-1,CFPAC-1,CFPAC-1,NA,CFPAC1,CFPAC-1,CFPAC-1,pancreas,pancreas,NA,NA,Pancreas,PANCREAS,Pancreas,pancreas,pancreas ,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
CGTH-W-1,CGTH-W-1,CGTH-W-1,CGTHW1,NA,NA,NA,CGTH-W-1,NA,CGTH-W-1,NA,CGTHW1,CGTH-W-1,CGTH-W-1,thyroid,thyroid,thyroid_gland,NA,NA,NA,Thyroid,NA,thyroid ,NA,thyroid,thyroid,thyroid,Thyroid,thyroid
CH-157MN,NA,CH-157MN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA
ChaGo-K-1,ChaGo-K-1,ChaGo-K-1,CHAGOK1,NA,ChaGo-K-1,CHAGOK1,ChaGo-K-1,ChaGo-K-1,NA,NA,CHAGOK1,ChaGo-K-1,ChaGo-K-1,lung,lung,lung,NA,Lung,LUNG,Lung:NSCLC,lung,NA,NA,lung,lung,lung,Lung,lung
CHL-1,CHL-1,CHL-1,CHL1,NA,CHL-1,NA,CHL-1,NA,CHL-1,NA,NA,CHL-1,CHL-1,skin,skin,skin,NA,Skin,NA,Skin,NA,skin ,NA,skin,skin,NA,Lung,skin
CHP-126,CHP-126,CHP-126,NA,NA,NA,NA,CHP-126,CHP-126,CHP-126,NA,CHP126,NA,CHP-126,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,Brain,autonomic_ganglia,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,autonomic_ganglia,NA,autonomic_ganglia
CHP-134,CHP-134,NA,NA,NA,NA,NA,CHP-134,NA,CHP-134,NA,NA,NA,CHP-134,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
CHP-212,CHP-212,CHP-212,CHP212,NA,CHP-212,NA,CHP-212,CHP-212,CHP-212,NA,CHP212,CHP-212,CHP-212,autonomic_ganglia,autonomic_ganglia,brain,NA,Brain,NA,Brain,autonomic_ganglia,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,autonomic_ganglia,Brain,autonomic_ganglia
CHSA0011,NA,NA,NA,NA,NA,NA,CHSA0011,NA,CHSA0011,NA,NA,NA,CHSA0011,NA,NA,NA,NA,NA,NA,Bone,NA,NA,NA,NA,bone,NA,NA,bone
CHSA0108,NA,NA,NA,NA,NA,NA,CHSA0108,NA,CHSA0108,NA,NA,NA,CHSA0108,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,NA,NA,bone
CHSA8926,NA,NA,NA,NA,NA,NA,CHSA8926,NA,CHSA8926,NA,NA,NA,CHSA8926,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,other,NA,NA,other
CI-1,NA,CI-1,NA,NA,CI-1,NA,NA,CI-1,NA,NA,CI1,CI-1,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,Lymph Node,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lymphoid,NA
CJM,NA,CJM,NA,NA,NA,NA,NA,CJM,NA,NA,CJM,NA,NA,NA,skin,NA,NA,NA,NA,NA,skin,NA,NA,skin,skin,skin,NA,NA
CL-11,NA,CL-11,NA,NA,CL-11,NA,CL-11,CL-11,CL-11,NA,CL11,NA,CL-11,NA,large_intestine,NA,NA,Colon,NA,Intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,NA,large_intestine
CL-14,NA,CL-14,NA,NA,NA,NA,NA,CL-14,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,large_intestine,NA,NA,NA
CL-34,NA,CL-34,NA,NA,CL-34,CL34,CL-34,CL-34,NA,NA,CL34,NA,CL-34,NA,large_intestine,NA,NA,Colon,LARGE_INTESTINE,large_intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,NA,large_intestine
CL-40,NA,CL-40,NA,NA,CL-40,CL40,CL-40,CL-40,CL-40,NA,NA,NA,CL-40,NA,large_intestine,NA,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,NA,NA,NA,large_intestine,NA,NA,large_intestine
CMK,CMK,CMK,NA,NA,NA,NA,CMK,CMK,CMK,NA,CMK,NA,CMK,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
CMK-11-5,NA,CMK-11-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA
CMK-86,NA,CMK-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
CML-T1,CML-T1,CML-T1,CMLT1,NA,NA,NA,CML-T1,CML-T1,CML-T1,NA,CMLT1,NA,CML-T1,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
COLO 201,NA,COLO 201,COLO201,NA,COLO 201,NA,NA,COLO_201,NA,NA,COLO201,COLO 201,NA,NA,large_intestine,colon,NA,Colon,NA,NA,large_intestine,NA,NA,NA,large_intestine,large_intestine,Colon,NA
